paper_id,Cluster,share_pct
5651,14,1.63543567306
5651,10,1.3657017076
5651,12,0.233134576367
5651,0,0.178328376842
5652,7,20.4429292192
5652,9,13.883318373
5652,11,13.6308419767
5652,8,8.04198293909
5652,14,7.74713818639
5652,4,7.64437853249
5652,10,6.19562089777
5652,6,5.62047289982
5652,5,5.46509626758
5652,1,4.09209889659
5652,3,3.70384199725
5652,13,2.41187938394
5652,12,0.779268311641
5652,0,0.341132118442
5653,6,30.2392283347
5653,2,18.3570598513
5653,7,8.85035315064
5653,14,7.77824171124
5653,11,6.89305450871
5653,8,5.28148254017
5653,5,5.17426179876
5653,9,4.07614602593
5653,10,3.62082146734
5653,1,2.69256250494
5653,3,2.66309232627
5653,13,2.62188782748
5653,4,1.31758374577
5653,12,0.317650804962
5653,0,0.116573401827
5654,6,19.4783301036
5654,7,14.7434595328
5654,14,12.1279919947
5654,11,10.7275509237
5654,5,10.1235299045
5654,2,6.09019562022
5654,8,5.47399901273
5654,1,4.6260783331
5654,4,4.13952252408
5654,9,3.9375921791
5654,10,3.62638806187
5654,3,3.07439760559
5654,13,1.33946884614
5654,12,0.256736149444
5654,0,0.234759208489
5655,2,31.7355013661
5655,6,20.5851279482
5655,7,9.86040734084
5655,9,8.24962486122
5655,11,6.72743387994
5655,5,5.76444353064
5655,8,4.23703939199
5655,3,3.2359260997
5655,1,2.62161440491
5655,4,2.30673449545
5655,14,1.89495343853
5655,10,1.17727875558
5655,13,1.12893343627
5655,12,0.319414984093
5655,0,0.155566066565
5656,5,17.2386473905
5656,7,14.9082464492
5656,6,13.910698481
5656,11,11.6388593666
5656,2,9.32672319159
5656,9,6.38496348052
5656,8,6.26865853378
5656,1,5.98437788647
5656,3,4.39020103003
5656,14,3.98964070118
5656,4,2.93812127441
5656,10,1.93085618215
5656,12,0.612621852619
5656,0,0.270763905298
5656,13,0.206620274604
5657,6,28.618217369
5657,11,15.5153744315
5657,9,13.3824085847
5657,14,11.7341887551
5657,7,11.1361873959
5657,8,5.54140587734
5657,5,3.84588619765
5657,1,3.23726976564
5657,10,2.25919755967
5657,3,1.64309010498
5657,4,1.42351305808
5657,13,0.827854816395
5657,12,0.776197061788
5657,0,0.0592090222589
5658,8,17.7139679904
5658,7,14.2222004777
5658,3,11.0869685684
5658,6,10.5066971545
5658,4,6.78958047723
5658,9,5.93078339132
5658,10,5.65980280695
5658,14,5.447428513
5658,2,5.40815443177
5658,11,5.40181129967
5658,1,4.75853531473
5658,13,3.02276179112
5658,5,2.79966413717
5658,12,0.939966430082
5658,0,0.311677215946
5659,6,31.4455120181
5659,7,19.2725539054
5659,11,10.8411629841
5659,4,7.8947128563
5659,3,6.57086263701
5659,8,5.84557746509
5659,14,4.69831860267
5659,9,4.45605013526
5659,1,2.61985978645
5659,5,2.55900105113
5659,10,1.42025831849
5659,13,1.20271863757
5659,12,1.04235025171
5659,0,0.13106135068
5660,6,33.7976434233
5660,9,15.3859515785
5660,7,10.9544285367
5660,5,5.26481514192
5660,14,5.18339870873
5660,3,4.70893575445
5660,2,4.64781581724
5660,8,4.23256523422
5660,11,3.9266757026
5660,1,3.58826179381
5660,4,3.50055954324
5660,10,2.77898587471
5660,13,1.53823143376
5660,12,0.272148660752
5660,0,0.219582795993
5661,2,42.4584334374
5661,6,13.3295932769
5661,9,10.5738678698
5661,7,7.06600903352
5661,11,4.71928442384
5661,3,3.90230718518
5661,14,3.80616571699
5661,5,3.61388728752
5661,8,3.60404972699
5661,4,1.85552230079
5661,1,1.83583279686
5661,10,1.62284762813
5661,13,1.09465042471
5661,12,0.341216690482
5661,0,0.176332200946
5662,9,25.4967456394
5662,7,11.9109213069
5662,11,10.7537611863
5662,14,10.4222338485
5662,10,8.8294953012
5662,6,8.49681620857
5662,8,7.41011380646
5662,1,4.76627902318
5662,5,3.89118515536
5662,4,2.7839427403
5662,3,2.63084678905
5662,13,1.80945102306
5662,12,0.530131175307
5662,0,0.268076796405
5663,6,23.8720660461
5663,2,17.7250053013
5663,9,11.1794091725
5663,7,10.8046024857
5663,11,6.83129012927
5663,10,5.93376313577
5663,8,5.30009930356
5663,3,4.7317636132
5663,13,3.18551027997
5663,14,3.16456825578
5663,4,3.01739286913
5663,1,2.73063546415
5663,5,1.08342232953
5663,12,0.356440782242
5663,0,0.0840308317594
5664,2,36.6782896488
5664,14,11.3940342756
5664,7,9.71548618359
5664,11,7.56966189756
5664,8,6.22393503508
5664,10,5.47989385717
5664,5,4.87335350935
5664,9,3.96718609285
5664,3,3.7825563608
5664,4,3.231537666
5664,13,2.51130287467
5664,6,2.33696114679
5664,1,1.67873785691
5664,12,0.343296656163
5664,0,0.213766938673
5665,2,40.7289433047
5665,6,13.9092216168
5665,7,9.71879101235
5665,14,7.30065836082
5665,9,6.28496056119
5665,5,4.54392716337
5665,3,3.04167910652
5665,8,2.90933959914
5665,11,2.79628503367
5665,4,2.69469833209
5665,10,2.60961789701
5665,1,2.37036790195
5665,13,0.826158370597
5665,0,0.198560614832
5665,12,0.0667911250034
5666,2,28.4630690983
5666,6,14.8830712608
5666,9,11.4980427281
5666,7,9.44596271741
5666,11,7.28371276052
5666,5,6.13829727838
5666,8,4.15143458361
5666,10,3.49520610221
5666,4,3.43524601291
5666,14,3.38335190996
5666,3,3.28325481473
5666,1,2.70648048904
5666,13,1.41539600534
5666,12,0.298756128152
5666,0,0.118718110576
5667,6,24.1514429296
5667,9,22.521744095
5667,7,12.0003188933
5667,14,5.85663289836
5667,8,5.77941496373
5667,3,5.6632777015
5667,1,4.81785387727
5667,13,4.13670357629
5667,10,4.13032843609
5667,5,4.10165882972
5667,11,3.08534208813
5667,4,3.03469216719
5667,12,0.388820497017
5667,0,0.331769046798
5668,2,19.3899432054
5668,7,13.2420499337
5668,6,12.6954821711
5668,9,12.2947816503
5668,14,8.79426538733
5668,5,7.10946230419
5668,4,6.99003364796
5668,11,5.11836988293
5668,1,4.83695516773
5668,3,4.2069470044
5668,8,2.76073942837
5668,10,1.46559201693
5668,12,0.49034937251
5668,13,0.475945272858
5668,0,0.129083554303
5669,2,35.0717510641
5669,6,21.4113705885
5669,9,11.4921396175
5669,7,5.77568504236
5669,8,4.24800623617
5669,3,3.36550776355
5669,5,3.21894001311
5669,4,3.1712615192
5669,14,3.12720486164
5669,1,2.65073059693
5669,10,2.58963857228
5669,11,2.11831840719
5669,13,1.28805232071
5669,12,0.402860581981
5669,0,0.0685328147141
5670,9,19.9677728509
5670,6,16.4719392718
5670,14,11.1238658245
5670,7,10.1902034278
5670,2,9.69306341595
5670,3,7.46937417601
5670,5,5.943460284
5670,11,4.88889954322
5670,10,3.44448578776
5670,4,3.22600944747
5670,8,2.91028700064
5670,1,2.7121368563
5670,13,1.4519633469
5670,12,0.299583415802
5670,0,0.206955350917
5671,9,25.6992792795
5671,6,21.9598788353
5671,2,9.09270465595
5671,7,8.5090708118
5671,10,7.3727706607
5671,8,5.15769893196
5671,3,5.1195670359
5671,11,3.93182512942
5671,5,3.53654249751
5671,1,3.40844674619
5671,4,2.48056640948
5671,13,1.73796656035
5671,14,1.4241695036
5671,12,0.305041218341
5671,0,0.264471724025
5672,9,21.664945531
5672,14,18.4056802608
5672,6,14.3429083263
5672,7,11.9364014172
5672,2,7.80454030248
5672,5,5.66184535139
5672,3,4.91671921322
5672,10,3.55506268978
5672,8,2.7886401336
5672,4,2.53249241486
5672,1,2.48537996765
5672,11,2.33331894107
5672,13,0.955882731607
5672,12,0.500850915178
5672,0,0.115331803873
5673,6,18.180440772
5673,5,13.5813778895
5673,7,12.2712661971
5673,9,12.0020198075
5673,3,6.94121743858
5673,4,6.46470713784
5673,14,6.41781454256
5673,8,5.23553562138
5673,10,4.75463224186
5673,1,4.13794423583
5673,2,3.79077695549
5673,13,3.42077350377
5673,11,2.41093295806
5673,12,0.220323072617
5673,0,0.17023762596
5674,9,29.7172140281
5674,7,19.0977426185
5674,6,12.0236741428
5674,2,8.04021727569
5674,8,5.74416297174
5674,3,5.40363010167
5674,4,4.25253105836
5674,1,3.92802799404
5674,10,3.26107665173
5674,14,2.24760923517
5674,11,2.13165194382
5674,13,1.64813197017
5674,5,1.4455343438
5674,12,0.599449722445
5674,0,0.459345941897
5675,7,13.6413259058
5675,6,13.3342114383
5675,3,11.4785986473
5675,14,11.0330829306
5675,8,10.2771691235
5675,4,7.8462414138
5675,5,7.47185905782
5675,9,5.20345247563
5675,1,4.6587482496
5675,13,4.30752711536
5675,11,4.00400454752
5675,10,3.34017853019
5675,2,2.53110117829
5675,12,0.720477104402
5675,0,0.152022281882
5676,2,21.7970093114
5676,6,16.5957427812
5676,5,10.3184142024
5676,7,9.62524560088
5676,8,8.6329591174
5676,11,8.43252060685
5676,14,6.93303963852
5676,3,4.96872335421
5676,9,4.79115890199
5676,1,3.19836240229
5676,4,2.0348769715
5676,10,1.05694712197
5676,13,0.786115298186
5676,0,0.528137924513
5676,12,0.300746766611
5677,7,13.9624226166
5677,9,12.257037535
5677,11,11.9300490038
5677,3,11.0218356073
5677,8,9.15306323659
5677,14,7.89218854015
5677,1,7.23110235507
5677,5,6.39352750175
5677,6,6.10865115629
5677,13,5.65799460946
5677,4,5.30928742869
5677,10,1.7388446363
5677,12,0.818389706445
5677,0,0.525606066532
5678,2,34.9588480073
5678,9,17.328367995
5678,6,14.0519229407
5678,7,7.54185408937
5678,14,4.80287910158
5678,3,4.09754965485
5678,13,3.90554221818
5678,8,2.86510188908
5678,1,2.52354568615
5678,4,2.40407707511
5678,5,2.09612509594
5678,11,1.59849538286
5678,10,1.4744473317
5678,12,0.252607193105
5678,0,0.098636339129
5679,2,21.4055589134
5679,14,18.1578410597
5679,7,9.60073600361
5679,9,7.26010051921
5679,8,6.85769185449
5679,5,6.61362265869
5679,6,5.87151953136
5679,3,5.85176798844
5679,10,5.82771464043
5679,1,3.52920028422
5679,4,3.47538296497
5679,11,3.36580613351
5679,13,1.43677023463
5679,0,0.376101947085
5679,12,0.370185266181
5680,7,16.092677585
5680,9,13.9767359765
5680,14,13.2858790477
5680,3,9.51034929577
5680,10,8.81886314927
5680,8,6.9428233624
5680,1,6.69882493401
5680,13,6.51193324933
5680,6,6.48734975385
5680,11,5.03489792572
5680,4,2.76895114906
5680,5,2.0987400968
5680,0,1.07237973602
5680,12,0.699594738548
5681,2,22.5289481197
5681,9,18.9065079693
5681,6,18.1930410758
5681,7,10.138654541
5681,3,5.46201052119
5681,1,4.14658474132
5681,10,3.89276833207
5681,8,3.66359909504
5681,11,3.17646826571
5681,14,3.13268760166
5681,4,2.63577441221
5681,5,1.77110956759
5681,13,1.55193672466
5681,12,0.654325059182
5681,0,0.145583973535
5682,6,15.8079093932
5682,2,12.7853250097
5682,10,11.385251365
5682,11,10.9386558129
5682,7,9.68555869065
5682,8,7.81290712786
5682,9,7.10908852662
5682,3,5.61873089229
5682,4,4.94389442324
5682,5,4.29002714453
5682,14,3.93244635051
5682,1,3.05980365985
5682,13,1.82770397282
5682,12,0.689333401738
5682,0,0.113364228972
5683,2,20.289301622
5683,6,11.7931030848
5683,9,11.5722201095
5683,7,10.537765439
5683,5,8.26015606339
5683,3,7.60274375464
5683,14,7.3609367401
5683,8,6.04393933194
5683,11,4.14933589962
5683,13,3.52328248499
5683,4,3.47400078809
5683,1,3.18702404702
5683,10,1.69678465227
5683,12,0.387300112666
5683,0,0.122105869916
5684,7,14.1180255677
5684,9,13.360319736
5684,2,12.7900838304
5684,11,9.85057759411
5684,3,8.56111629202
5684,6,8.07491080658
5684,8,7.67977726432
5684,14,6.02499332629
5684,5,4.86663988673
5684,10,4.00662857737
5684,1,3.85984204049
5684,13,2.98285522587
5684,4,2.83987196502
5684,12,0.800121008414
5684,0,0.184236878614
5685,14,21.1109014636
5685,7,17.4540774859
5685,6,12.7088034714
5685,9,11.3184516185
5685,10,9.32065610063
5685,3,5.82790463118
5685,8,4.63177296907
5685,13,4.07345686017
5685,4,3.48696253219
5685,1,3.42282924724
5685,11,3.05594434855
5685,5,2.26776001596
5685,12,1.15665811376
5685,0,0.163821141841
5686,2,21.5049182959
5686,14,15.0638970344
5686,7,11.8732743862
5686,9,10.5236047584
5686,8,7.85596125662
5686,6,6.29426253342
5686,4,4.87623864543
5686,5,4.35984682058
5686,1,4.09450320637
5686,11,3.65544936144
5686,10,3.48122500177
5686,13,2.98134972114
5686,3,2.86095689876
5686,0,0.347651785681
5686,12,0.226860293899
5687,5,15.3538883467
5687,14,13.3748953152
5687,7,13.138164505
5687,8,9.50922515699
5687,10,9.38744839144
5687,9,8.98004721765
5687,1,8.20539814414
5687,3,6.45195628905
5687,13,5.28533115501
5687,4,3.73499661721
5687,6,3.00040201387
5687,2,1.86259615117
5687,11,0.880688007361
5687,12,0.681445489623
5687,0,0.153517199627
5688,10,26.4519164317
5688,2,15.5013168646
5688,7,13.2342281661
5688,8,7.27160736501
5688,3,5.73498590916
5688,14,5.2748143021
5688,9,4.13263625864
5688,4,4.04702140959
5688,13,3.95877158734
5688,6,3.82050908039
5688,5,3.52071936481
5688,1,3.06444372195
5688,11,2.9196146697
5688,0,0.706881641359
5688,12,0.360533227597
5689,9,18.2401753569
5689,7,14.8108252823
5689,10,12.5477675787
5689,5,11.1281078665
5689,8,8.24784836816
5689,6,8.14854733501
5689,14,6.53691240148
5689,3,6.30539623475
5689,11,5.32335744849
5689,1,4.183157167
5689,4,2.03707301721
5689,13,1.8810204717
5689,12,0.310219839576
5689,0,0.299591632273
5690,2,29.4846943368
5690,9,12.8933941975
5690,3,10.9553489756
5690,10,10.3341060245
5690,8,9.80980075477
5690,7,6.23830727291
5690,5,3.50566438441
5690,14,3.4895391285
5690,6,3.39341676497
5690,4,2.87176641684
5690,1,2.66515739915
5690,13,2.10694459808
5690,11,1.50663874671
5690,12,0.649661454164
5690,0,0.0955595451464
5691,6,15.2501390502
5691,3,14.6331178569
5691,7,12.4461860338
5691,8,10.7104227454
5691,9,10.0617975428
5691,14,7.97869845445
5691,2,6.79546062329
5691,10,5.02710628349
5691,1,4.67704243408
5691,13,4.30658137154
5691,5,4.1989759201
5691,4,2.3248606745
5691,12,0.732543588853
5691,11,0.467625176261
5691,0,0.389442244304
5692,9,17.6240004153
5692,6,15.813531921
5692,7,12.3401244537
5692,14,12.2035341315
5692,5,7.43067745769
5692,3,6.42308508796
5692,1,5.54508408632
5692,8,5.20831817789
5692,4,4.56245688693
5692,11,4.19440479605
5692,13,3.61329613383
5692,10,3.47109107602
5692,12,1.09185579761
5692,0,0.47853957816
5693,9,20.4232724288
5693,7,13.2099179232
5693,14,11.5784405943
5693,3,10.9916362279
5693,2,10.9399438986
5693,6,9.62161375489
5693,5,6.29662737874
5693,1,5.91293016976
5693,8,2.71235978047
5693,13,2.59106517285
5693,10,2.38804852762
5693,4,2.11424422153
5693,11,0.902911062932
5693,12,0.206772794558
5693,0,0.110216063826
5694,14,18.394109939
5694,7,14.1538503761
5694,6,13.1466357054
5694,8,10.5759557195
5694,3,10.2723049099
5694,9,9.65050793658
5694,4,6.04974588713
5694,1,5.49459865661
5694,10,4.71166176831
5694,5,3.56160779252
5694,13,3.18679249981
5694,12,0.417822327664
5694,11,0.276993968436
5694,0,0.10741251303
5695,2,35.6874711305
5695,9,12.798647632
5695,6,10.8559474034
5695,7,10.6827648781
5695,3,10.4810794729
5695,14,5.64610821812
5695,1,2.83896954888
5695,8,2.83271476929
5695,4,2.03317907229
5695,10,1.55457127709
5695,13,1.42966056207
5695,11,1.24833274453
5695,5,1.223271369
5695,12,0.608509206452
5695,0,0.0787727153577
5696,9,20.1128510911
5696,7,16.2482322267
5696,2,13.0361791285
5696,3,10.4424489644
5696,14,7.83403483324
5696,6,6.5000372144
5696,1,4.84684376741
5696,5,3.95325072288
5696,4,3.83348479989
5696,13,3.70028239229
5696,11,3.60247319858
5696,8,3.400863429
5696,12,1.2770979974
5696,10,0.942987846361
5696,0,0.26893238788
5697,2,25.64956899
5697,7,11.0691888826
5697,9,10.3601927905
5697,10,9.06658702723
5697,8,8.9285437103
5697,5,8.58186326121
5697,14,7.2445452843
5697,3,6.03065916451
5697,1,3.56477189784
5697,6,3.33713599594
5697,13,2.43001718348
5697,4,2.18407462865
5697,11,1.04466874453
5697,12,0.296616037685
5697,0,0.211566401293
5698,14,20.5041714255
5698,6,11.4582241562
5698,7,11.3756647871
5698,9,11.2012199298
5698,3,11.1419153141
5698,8,7.84785602297
5698,1,5.73133335011
5698,4,5.01908050051
5698,11,4.7774730293
5698,13,4.2903863466
5698,5,3.49994981793
5698,10,2.75165171588
5698,12,0.223993653761
5698,0,0.17707995023
5699,14,20.7476206865
5699,9,11.1472955401
5699,2,10.8751184322
5699,7,10.8094270032
5699,8,6.37631828705
5699,6,6.07849631519
5699,13,5.69544525185
5699,11,5.30320401146
5699,5,4.88658331653
5699,3,4.65034561935
5699,4,4.46864980732
5699,10,4.1987889372
5699,1,3.66351612773
5699,12,0.57795102042
5699,0,0.521239643856
5700,2,21.7906026594
5700,9,14.4257405299
5700,3,11.3911061792
5700,6,9.13353760368
5700,14,9.07818951328
5700,7,8.34634961223
5700,13,6.14067469907
5700,8,4.80574153776
5700,10,4.08955739443
5700,4,3.50583051696
5700,1,3.12588396058
5700,5,1.94517801623
5700,11,1.65264206759
5700,12,0.468290247794
5700,0,0.100675461802
5701,7,18.4496099054
5701,3,16.4953121496
5701,11,14.2104101927
5701,6,11.8428441449
5701,10,6.80969167319
5701,8,5.68703678588
5701,4,5.08023935668
5701,1,4.89975105788
5701,5,4.87583366633
5701,13,4.03639368571
5701,9,3.60264663957
5701,14,3.5349427343
5701,12,0.370664428502
5701,0,0.104623579301
5702,6,22.7182760433
5702,14,18.972747201
5702,10,9.86666628988
5702,9,9.58708404472
5702,7,6.69921262755
5702,3,6.39284525955
5702,4,5.9565648425
5702,5,4.50865803547
5702,11,4.30528838704
5702,1,4.28205270729
5702,8,3.60249453569
5702,13,2.57933778297
5702,12,0.278644325105
5702,0,0.250127917954
5703,2,38.3826584168
5703,6,11.3598106113
5703,9,10.8842753992
5703,7,6.42837925451
5703,14,6.10204776224
5703,3,5.86626148892
5703,10,5.10448748957
5703,11,4.08504151518
5703,8,3.70189049008
5703,1,3.49284118287
5703,4,2.15187381585
5703,13,1.62507117945
5703,5,0.588665139882
5703,12,0.152642102209
5703,0,0.0740541518751
5704,10,20.7320715295
5704,9,17.1877832791
5704,7,13.1100075849
5704,14,11.5705745371
5704,6,10.7785046028
5704,3,6.22983596366
5704,8,4.84422903698
5704,4,3.98924729344
5704,1,3.96925086134
5704,11,2.89702795478
5704,5,2.17832351329
5704,13,1.47494612926
5704,12,0.764367347389
5704,0,0.273830366355
5705,2,27.5356706079
5705,10,17.5686199154
5705,11,12.831606714
5705,6,8.45132431093
5705,7,8.42743078919
5705,3,6.63633694378
5705,14,4.00322973313
5705,8,3.01815657293
5705,9,2.75486101544
5705,4,2.47200485373
5705,13,2.41023518474
5705,1,1.91187992999
5705,5,1.69198672303
5705,12,0.198046850992
5705,0,0.0886098547899
5706,2,24.8685734665
5706,14,20.396888568
5706,9,16.6757759091
5706,3,7.16985673292
5706,7,6.23337557999
5706,11,4.41789440469
5706,1,3.70754787561
5706,4,3.5010790609
5706,8,3.18780838029
5706,13,3.1295425084
5706,6,2.25924129871
5706,10,2.19601918439
5706,5,1.6987734219
5706,12,0.389627881484
5706,0,0.167995727162
5707,2,48.0729607658
5707,3,6.35692318493
5707,14,6.29209425288
5707,9,6.18051445122
5707,11,5.72448721748
5707,7,5.35652213686
5707,10,4.97683450406
5707,8,4.38932160933
5707,13,3.1697791916
5707,6,2.99776615554
5707,1,2.48685253028
5707,4,2.15127868166
5707,5,1.18891535278
5707,12,0.42709678662
5707,0,0.228653178916
5708,2,30.6653175899
5708,6,15.4433008064
5708,10,13.9001326601
5708,3,8.6245050078
5708,7,7.87658673839
5708,9,5.6795630849
5708,13,3.67278516277
5708,8,3.55547007062
5708,1,2.91646875993
5708,14,2.38964947406
5708,11,1.96360897704
5708,5,1.52573647565
5708,4,0.956373211402
5708,12,0.717899835692
5708,0,0.112602145373
5709,2,34.6821724116
5709,9,18.5140630778
5709,14,13.1533870698
5709,7,6.6184078201
5709,8,5.83951351563
5709,3,5.24724607318
5709,4,3.80360310644
5709,6,3.26866103394
5709,13,2.52470000798
5709,5,1.91813800499
5709,10,1.58477755085
5709,1,1.55367986557
5709,11,0.799413656949
5709,12,0.36647061196
5709,0,0.125766193231
5710,9,25.1900742888
5710,14,20.5592634326
5710,2,14.4308055009
5710,7,8.94619724313
5710,3,5.35498928547
5710,6,5.17066838306
5710,13,4.70725437
5710,1,3.87346472271
5710,4,3.25394966243
5710,8,2.67306809025
5710,10,2.62653284745
5710,11,1.45222039875
5710,5,1.37324677861
5710,12,0.25360202388
5710,0,0.134662972014
5711,9,27.1460947478
5711,2,19.6470934712
5711,7,15.1251261549
5711,14,10.7910306285
5711,8,5.29153045641
5711,3,4.54775391387
5711,5,3.93167833981
5711,13,3.03845211812
5711,1,2.54927480649
5711,6,2.42057525004
5711,4,2.12788341947
5711,11,1.29896869025
5711,10,1.18983969294
5711,0,0.689997786469
5711,12,0.204700523708
5712,9,18.7973351429
5712,14,16.0530935191
5712,10,11.3979487357
